pid,src,dst,start_ts,end_ts,drop,module
290158,1858,2841,63360000.0,124000448.0,0,ZteNet.s_2841.dstSink
108211,1858,2841,63680000.0,125000447.99999999,0,ZteNet.s_2841.dstSink
290159,1858,2841,64480000.0,125000447.99999999,0,ZteNet.s_2841.dstSink
108212,1858,2841,64800000.0,126000447.99999999,0,ZteNet.s_2841.dstSink
290160,1858,2841,65600000.0,127000447.99999999,0,ZteNet.s_2841.dstSink
108213,1858,2841,65920000.0,128000447.99999999,0,ZteNet.s_2841.dstSink
290161,1858,2841,66720000.0,128000447.99999999,0,ZteNet.s_2841.dstSink
108214,1858,2841,67040000.0,129000447.99999999,0,ZteNet.s_2841.dstSink
290162,1858,2841,67840000.0,129000447.99999999,0,ZteNet.s_2841.dstSink
290163,1858,2841,68960000.0,130000447.99999999,0,ZteNet.s_2841.dstSink
290164,1858,2841,70080000.0,131000447.99999999,0,ZteNet.s_2841.dstSink
290165,1858,2841,71200000.0,133000448.0,0,ZteNet.s_2841.dstSink
290166,1858,2841,72320000.0,134000448.0,0,ZteNet.s_2841.dstSink
461123,1858,2841,100000000.0,139000448.0,0,ZteNet.s_2841.dstSink
461124,1858,2841,101120000.0,140000448.0,0,ZteNet.s_2841.dstSink
461125,1858,2841,102240000.0,141000448.0,0,ZteNet.s_2841.dstSink
336916,1858,2841,70000000.0,222000448.0,0,ZteNet.s_2841.dstSink
427920,1858,2841,90000000.0,223000448.0,0,ZteNet.s_2841.dstSink
5696,4174,723,0.0,4000448.0,0,ZteNet.s_723.dstSink
5697,4174,723,1120000.0,5120448.0,0,ZteNet.s_723.dstSink
5698,4174,723,2240000.0,6240448.0,0,ZteNet.s_723.dstSink
5699,4174,723,3360000.0,7360447.999999999,0,ZteNet.s_723.dstSink
5700,4174,723,4480000.0,8480448.0,0,ZteNet.s_723.dstSink
5701,4174,723,5600000.0,9600448.0,0,ZteNet.s_723.dstSink
5702,4174,723,6720000.0,10720448.0,0,ZteNet.s_723.dstSink
5703,4174,723,7840000.0,11840448.0,0,ZteNet.s_723.dstSink
55374,4174,723,8333333.0,12333781.0,0,ZteNet.s_723.dstSink
5704,4174,723,8960000.0,12960448.0,0,ZteNet.s_723.dstSink
55375,4174,723,9453333.0,13453781.0,0,ZteNet.s_723.dstSink
5705,4174,723,10080000.0,14080447.999999998,0,ZteNet.s_723.dstSink
55376,4174,723,10573333.0,14573781.0,0,ZteNet.s_723.dstSink
5706,4174,723,11200000.0,15200448.0,0,ZteNet.s_723.dstSink
55377,4174,723,11693333.0,15693781.0,0,ZteNet.s_723.dstSink
5707,4174,723,12320000.0,16320448.000000002,0,ZteNet.s_723.dstSink
55378,4174,723,12813333.0,17000448.0,0,ZteNet.s_723.dstSink
5708,4174,723,13440000.0,17440448.0,0,ZteNet.s_723.dstSink
55379,4174,723,13933333.0,18000448.0,0,ZteNet.s_723.dstSink
5709,4174,723,14560000.0,19000448.0,0,ZteNet.s_723.dstSink
55380,4174,723,15053333.0,20000448.0,0,ZteNet.s_723.dstSink
93568,4174,723,16666666.0,21000447.999999996,0,ZteNet.s_723.dstSink
93569,4174,723,17786666.0,22000448.0,0,ZteNet.s_723.dstSink
93570,4174,723,18906666.0,23000448.0,0,ZteNet.s_723.dstSink
93571,4174,723,20026666.0,24027114.0,0,ZteNet.s_723.dstSink
93572,4174,723,21146666.0,25147114.0,0,ZteNet.s_723.dstSink
93573,4174,723,22266666.0,26267114.0,0,ZteNet.s_723.dstSink
93574,4174,723,23386666.0,27387114.0,0,ZteNet.s_723.dstSink
93575,4174,723,24506666.0,28507114.0,0,ZteNet.s_723.dstSink
129740,4174,723,25000000.0,29000447.999999996,0,ZteNet.s_723.dstSink
93576,4174,723,25626666.0,30000448.0,0,ZteNet.s_723.dstSink
129741,4174,723,26120000.0,30120448.0,0,ZteNet.s_723.dstSink
93577,4174,723,26746666.0,31000448.0,0,ZteNet.s_723.dstSink
93578,4174,723,27866666.0,32000448.0,0,ZteNet.s_723.dstSink
93579,4174,723,28986666.0,33000448.0,0,ZteNet.s_723.dstSink
129742,4174,723,27240000.0,34000448.0,0,ZteNet.s_723.dstSink
129743,4174,723,28360000.0,34000448.0,0,ZteNet.s_723.dstSink
129744,4174,723,29480000.0,35000448.0,0,ZteNet.s_723.dstSink
129745,4174,723,30600000.0,36000448.0,0,ZteNet.s_723.dstSink
129746,4174,723,31720000.0,37000448.0,0,ZteNet.s_723.dstSink
166985,4174,723,33333333.0,37333781.0,0,ZteNet.s_723.dstSink
166986,4174,723,34453333.0,38453781.0,0,ZteNet.s_723.dstSink
166987,4174,723,35573333.0,39573781.0,0,ZteNet.s_723.dstSink
166988,4174,723,36693333.0,40693781.0,0,ZteNet.s_723.dstSink
166989,4174,723,37813333.0,41813781.0,0,ZteNet.s_723.dstSink
208026,4174,723,41666666.0,45667114.0,0,ZteNet.s_723.dstSink
208027,4174,723,42786666.0,46787114.0,0,ZteNet.s_723.dstSink
240042,4174,723,50000000.0,54000448.0,0,ZteNet.s_723.dstSink
240043,4174,723,51120000.0,55120447.99999999,0,ZteNet.s_723.dstSink
240044,4174,723,52240000.0,56240448.0,0,ZteNet.s_723.dstSink
240045,4174,723,53360000.0,57360448.0,0,ZteNet.s_723.dstSink
240046,4174,723,54480000.0,58480448.0,0,ZteNet.s_723.dstSink
240047,4174,723,55600000.0,59600448.0,0,ZteNet.s_723.dstSink
240048,4174,723,56720000.0,60720448.0,0,ZteNet.s_723.dstSink
240049,4174,723,57840000.0,61840448.0,0,ZteNet.s_723.dstSink
284077,4174,723,58333333.0,62333781.0,0,ZteNet.s_723.dstSink
240050,4174,723,58960000.0,63000448.0,0,ZteNet.s_723.dstSink
284078,4174,723,59453333.0,63453781.0,0,ZteNet.s_723.dstSink
240051,4174,723,60080000.0,64080448.0,0,ZteNet.s_723.dstSink
284079,4174,723,60573333.0,65000448.0,0,ZteNet.s_723.dstSink
284080,4174,723,61693333.0,66000448.0,0,ZteNet.s_723.dstSink
284081,4174,723,62813333.0,67000448.00000001,0,ZteNet.s_723.dstSink
284082,4174,723,63933333.0,68000448.0,0,ZteNet.s_723.dstSink
284083,4174,723,65053333.0,69053781.0,0,ZteNet.s_723.dstSink
284084,4174,723,66173333.0,70173781.0,0,ZteNet.s_723.dstSink
318989,4174,723,66666666.0,70667114.0,0,ZteNet.s_723.dstSink
284085,4174,723,67293333.0,71293781.0,0,ZteNet.s_723.dstSink
318990,4174,723,67786666.0,72000448.0,0,ZteNet.s_723.dstSink
284086,4174,723,68413333.0,73000448.0,0,ZteNet.s_723.dstSink
284087,4174,723,69533333.0,74000448.0,0,ZteNet.s_723.dstSink
284088,4174,723,70653333.0,75000448.0,0,ZteNet.s_723.dstSink
284089,4174,723,71773333.0,76000448.0,0,ZteNet.s_723.dstSink
284090,4174,723,72893333.0,77000448.0,0,ZteNet.s_723.dstSink
284091,4174,723,74013333.0,79000448.0,0,ZteNet.s_723.dstSink
284092,4174,723,75133333.0,80000448.0,0,ZteNet.s_723.dstSink
284093,4174,723,76253333.0,81000448.0,0,ZteNet.s_723.dstSink
358269,4174,723,75000000.0,81000448.0,0,ZteNet.s_723.dstSink
284094,4174,723,77373333.0,82000448.0,0,ZteNet.s_723.dstSink
284095,4174,723,78493333.0,83000448.0,0,ZteNet.s_723.dstSink
358270,4174,723,76120000.0,83000448.0,0,ZteNet.s_723.dstSink
284096,4174,723,79613333.0,84000447.99999999,0,ZteNet.s_723.dstSink
284097,4174,723,80733333.0,85000447.99999999,0,ZteNet.s_723.dstSink
358271,4174,723,77240000.0,85000447.99999999,0,ZteNet.s_723.dstSink
284098,4174,723,81853333.0,86000448.0,0,ZteNet.s_723.dstSink
284099,4174,723,82973333.0,87000448.0,0,ZteNet.s_723.dstSink
358272,4174,723,78360000.0,87000448.0,0,ZteNet.s_723.dstSink
397326,4174,723,83333333.0,88000448.0,0,ZteNet.s_723.dstSink
397327,4174,723,84453333.0,89000448.0,0,ZteNet.s_723.dstSink
358273,4174,723,79480000.0,90000448.0,0,ZteNet.s_723.dstSink
437420,4174,723,91666666.0,96000448.0,0,ZteNet.s_723.dstSink
461811,4174,723,100000000.0,104000448.0,0,ZteNet.s_723.dstSink
461812,4174,723,101120000.0,105120447.99999999,0,ZteNet.s_723.dstSink
461813,4174,723,102240000.0,107000448.0,0,ZteNet.s_723.dstSink
461814,4174,723,103360000.0,108000448.0,0,ZteNet.s_723.dstSink
461815,4174,723,104480000.0,109000448.0,0,ZteNet.s_723.dstSink
9121,1497,1035,0.0,4000448.0,0,ZteNet.s_1035.dstSink
70394,1497,1035,11111111.0,15111559.0,0,ZteNet.s_1035.dstSink
70395,1497,1035,12231111.0,16231559.0,0,ZteNet.s_1035.dstSink
70396,1497,1035,13351111.0,17351559.0,0,ZteNet.s_1035.dstSink
119836,1497,1035,22222222.0,26222670.0,0,ZteNet.s_1035.dstSink
119837,1497,1035,23342222.0,27342670.0,0,ZteNet.s_1035.dstSink
168170,1497,1035,33333333.0,37333781.0,0,ZteNet.s_1035.dstSink
168171,1497,1035,34453333.0,39000448.0,0,ZteNet.s_1035.dstSink
168172,1497,1035,35573333.0,40000448.0,0,ZteNet.s_1035.dstSink
168173,1497,1035,36693333.0,42000447.99999999,0,ZteNet.s_1035.dstSink
220726,1497,1035,44444444.0,49000448.0,0,ZteNet.s_1035.dstSink
220727,1497,1035,45564444.0,50000447.99999999,0,ZteNet.s_1035.dstSink
220728,1497,1035,46684444.0,51000448.0,0,ZteNet.s_1035.dstSink
272333,1497,1035,55555555.0,61000448.0,0,ZteNet.s_1035.dstSink
320125,1497,1035,66666666.0,71000448.0,0,ZteNet.s_1035.dstSink
320126,1497,1035,67786666.0,72000448.0,0,ZteNet.s_1035.dstSink
320127,1497,1035,68906666.0,73000448.0,0,ZteNet.s_1035.dstSink
320128,1497,1035,70026666.0,75000448.0,0,ZteNet.s_1035.dstSink
320129,1497,1035,71146666.0,76000448.0,0,ZteNet.s_1035.dstSink
320130,1497,1035,72266666.0,77000448.0,0,ZteNet.s_1035.dstSink
320131,1497,1035,73386666.0,78000448.0,0,ZteNet.s_1035.dstSink
320132,1497,1035,74506666.0,79000448.0,0,ZteNet.s_1035.dstSink
320133,1497,1035,75626666.0,80000448.0,0,ZteNet.s_1035.dstSink
320134,1497,1035,76746666.0,81000448.0,0,ZteNet.s_1035.dstSink
320135,1497,1035,77866666.0,82000448.0,0,ZteNet.s_1035.dstSink
320136,1497,1035,78986666.0,83000448.0,0,ZteNet.s_1035.dstSink
320137,1497,1035,80106666.0,85000447.99999999,0,ZteNet.s_1035.dstSink
320138,1497,1035,81226666.0,86000448.0,0,ZteNet.s_1035.dstSink
320139,1497,1035,82346666.0,87000448.0,0,ZteNet.s_1035.dstSink
320140,1497,1035,83466666.0,88000448.0,0,ZteNet.s_1035.dstSink
320141,1497,1035,84586666.0,89000448.0,0,ZteNet.s_1035.dstSink
320142,1497,1035,85706666.0,90000448.0,0,ZteNet.s_1035.dstSink
320143,1497,1035,86826666.0,91000448.0,0,ZteNet.s_1035.dstSink
320144,1497,1035,87946666.0,92000448.0,0,ZteNet.s_1035.dstSink
423704,1497,1035,88888888.0,93000448.0,0,ZteNet.s_1035.dstSink
320145,1497,1035,89066666.0,94000448.0,0,ZteNet.s_1035.dstSink
423705,1497,1035,90008888.0,95000448.0,0,ZteNet.s_1035.dstSink
320146,1497,1035,90186666.0,95000448.0,0,ZteNet.s_1035.dstSink
423706,1497,1035,91128888.0,96000448.0,0,ZteNet.s_1035.dstSink
320147,1497,1035,91306666.0,96000448.0,0,ZteNet.s_1035.dstSink
423707,1497,1035,92248888.0,97000448.0,0,ZteNet.s_1035.dstSink
320148,1497,1035,92426666.0,97000448.0,0,ZteNet.s_1035.dstSink
423708,1497,1035,93368888.0,99000448.0,0,ZteNet.s_1035.dstSink
320149,1497,1035,93546666.0,99000448.0,0,ZteNet.s_1035.dstSink
423709,1497,1035,94488888.0,101000448.0,0,ZteNet.s_1035.dstSink
320150,1497,1035,94666666.0,101000448.0,0,ZteNet.s_1035.dstSink
423710,1497,1035,95608888.0,103000448.0,0,ZteNet.s_1035.dstSink
320151,1497,1035,95786666.0,103000448.0,0,ZteNet.s_1035.dstSink
320152,1497,1035,96906666.0,104000448.0,0,ZteNet.s_1035.dstSink
320153,1497,1035,98026666.0,105000448.0,0,ZteNet.s_1035.dstSink
320154,1497,1035,99146666.0,106000448.0,0,ZteNet.s_1035.dstSink
465419,1497,1035,100000000.0,107000448.0,0,ZteNet.s_1035.dstSink
465420,1497,1035,101120000.0,108000448.0,0,ZteNet.s_1035.dstSink
465421,1497,1035,102240000.0,109000448.0,0,ZteNet.s_1035.dstSink
465422,1497,1035,103360000.0,110000448.0,0,ZteNet.s_1035.dstSink
465423,1497,1035,104480000.0,110000448.0,0,ZteNet.s_1035.dstSink
465424,1497,1035,105600000.0,111000448.0,0,ZteNet.s_1035.dstSink
465425,1497,1035,106720000.0,111000448.0,0,ZteNet.s_1035.dstSink
373338,1497,1035,77777777.0,112000448.0,0,ZteNet.s_1035.dstSink
373339,1497,1035,78897777.0,115000447.99999999,0,ZteNet.s_1035.dstSink
373340,1497,1035,80017777.0,119000448.0,0,ZteNet.s_1035.dstSink
373341,1497,1035,81137777.0,121000448.0,0,ZteNet.s_1035.dstSink
373342,1497,1035,82257777.0,123000448.0,0,ZteNet.s_1035.dstSink
373343,1497,1035,83377777.0,125000447.99999999,0,ZteNet.s_1035.dstSink
373344,1497,1035,84497777.0,126000447.99999999,0,ZteNet.s_1035.dstSink
373345,1497,1035,85617777.0,128000447.99999999,0,ZteNet.s_1035.dstSink
373346,1497,1035,86737777.0,130000447.99999999,0,ZteNet.s_1035.dstSink
373347,1497,1035,87857777.0,131000447.99999999,0,ZteNet.s_1035.dstSink
220729,1497,1035,47804444.0,136000448.0,0,ZteNet.s_1035.dstSink
220730,1497,1035,48924444.0,137000448.0,0,ZteNet.s_1035.dstSink
220731,1497,1035,50044444.0,137000448.0,0,ZteNet.s_1035.dstSink
220732,1497,1035,51164444.0,138000448.0,0,ZteNet.s_1035.dstSink
220733,1497,1035,52284444.0,138000448.0,0,ZteNet.s_1035.dstSink
220734,1497,1035,53404444.0,139000448.0,0,ZteNet.s_1035.dstSink
220735,1497,1035,54524444.0,139000448.0,0,ZteNet.s_1035.dstSink
220736,1497,1035,55644444.0,140000448.0,0,ZteNet.s_1035.dstSink
220737,1497,1035,56764444.0,140000448.0,0,ZteNet.s_1035.dstSink
220738,1497,1035,57884444.0,141000448.0,0,ZteNet.s_1035.dstSink
220739,1497,1035,59004444.0,141000448.0,0,ZteNet.s_1035.dstSink
220740,1497,1035,60124444.0,142000448.0,0,ZteNet.s_1035.dstSink
220741,1497,1035,61244444.0,142000448.0,0,ZteNet.s_1035.dstSink
220742,1497,1035,62364444.0,143000448.0,0,ZteNet.s_1035.dstSink
220743,1497,1035,63484444.0,143000448.0,0,ZteNet.s_1035.dstSink
220744,1497,1035,64604444.0,144000448.0,0,ZteNet.s_1035.dstSink
220745,1497,1035,65724444.0,144000448.0,0,ZteNet.s_1035.dstSink
220746,1497,1035,66844444.0,145000448.0,0,ZteNet.s_1035.dstSink
220747,1497,1035,67964444.0,145000448.0,0,ZteNet.s_1035.dstSink
220748,1497,1035,69084444.0,146000448.0,0,ZteNet.s_1035.dstSink
220749,1497,1035,70204444.0,146000448.0,0,ZteNet.s_1035.dstSink
220750,1497,1035,71324444.0,147000448.0,0,ZteNet.s_1035.dstSink
220751,1497,1035,72444444.0,147000448.0,0,ZteNet.s_1035.dstSink
220752,1497,1035,73564444.0,148000448.0,0,ZteNet.s_1035.dstSink
10426,2033,3034,0.0,4000448.0,0,ZteNet.s_3034.dstSink
10427,2033,3034,1120000.0,5120448.0,0,ZteNet.s_3034.dstSink
10428,2033,3034,2240000.0,6240448.0,0,ZteNet.s_3034.dstSink
10429,2033,3034,3360000.0,7360447.999999999,0,ZteNet.s_3034.dstSink
10430,2033,3034,4480000.0,8480448.0,0,ZteNet.s_3034.dstSink
10431,2033,3034,5600000.0,9600448.0,0,ZteNet.s_3034.dstSink
10432,2033,3034,6720000.0,10720448.0,0,ZteNet.s_3034.dstSink
10433,2033,3034,7840000.0,11840448.0,0,ZteNet.s_3034.dstSink
10434,2033,3034,8960000.0,12960448.0,0,ZteNet.s_3034.dstSink
65228,2033,3034,10000000.0,14000448.0,0,ZteNet.s_3034.dstSink
65229,2033,3034,11120000.0,15120448.0,0,ZteNet.s_3034.dstSink
65230,2033,3034,12240000.0,16240448.000000002,0,ZteNet.s_3034.dstSink
65231,2033,3034,13360000.0,17360448.0,0,ZteNet.s_3034.dstSink
65232,2033,3034,14480000.0,18480448.0,0,ZteNet.s_3034.dstSink
65233,2033,3034,15600000.0,19600448.0,0,ZteNet.s_3034.dstSink
65234,2033,3034,16720000.0,20720448.0,0,ZteNet.s_3034.dstSink
109243,2033,3034,20000000.0,24000448.0,0,ZteNet.s_3034.dstSink
109244,2033,3034,21120000.0,25120448.0,0,ZteNet.s_3034.dstSink
109245,2033,3034,22240000.0,26240448.0,0,ZteNet.s_3034.dstSink
109246,2033,3034,23360000.0,27360448.0,0,ZteNet.s_3034.dstSink
109247,2033,3034,24480000.0,28480448.0,0,ZteNet.s_3034.dstSink
109248,2033,3034,25600000.0,29600447.999999996,0,ZteNet.s_3034.dstSink
154860,2033,3034,30000000.0,34000448.0,0,ZteNet.s_3034.dstSink
154861,2033,3034,31120000.0,35120448.0,0,ZteNet.s_3034.dstSink
154862,2033,3034,32240000.0,36240448.0,0,ZteNet.s_3034.dstSink
154863,2033,3034,33360000.0,37360448.0,0,ZteNet.s_3034.dstSink
154864,2033,3034,34480000.0,38480448.0,0,ZteNet.s_3034.dstSink
154865,2033,3034,35600000.0,39600448.0,0,ZteNet.s_3034.dstSink
154866,2033,3034,36720000.0,40720448.0,0,ZteNet.s_3034.dstSink
154867,2033,3034,37840000.0,41840448.0,0,ZteNet.s_3034.dstSink
154868,2033,3034,38960000.0,42960448.0,0,ZteNet.s_3034.dstSink
199820,2033,3034,40000000.0,44000448.0,0,ZteNet.s_3034.dstSink
154869,2033,3034,40080000.0,44080448.0,0,ZteNet.s_3034.dstSink
199821,2033,3034,41120000.0,45120448.0,0,ZteNet.s_3034.dstSink
154870,2033,3034,41200000.0,45200448.0,0,ZteNet.s_3034.dstSink
199822,2033,3034,42240000.0,46240448.0,0,ZteNet.s_3034.dstSink
154871,2033,3034,42320000.0,46320448.0,0,ZteNet.s_3034.dstSink
199823,2033,3034,43360000.0,47360448.0,0,ZteNet.s_3034.dstSink
154872,2033,3034,43440000.0,47440447.99999999,0,ZteNet.s_3034.dstSink
199824,2033,3034,44480000.0,48480448.0,0,ZteNet.s_3034.dstSink
154873,2033,3034,44560000.0,48560448.0,0,ZteNet.s_3034.dstSink
242783,2033,3034,50000000.0,54000448.0,0,ZteNet.s_3034.dstSink
242784,2033,3034,51120000.0,55120447.99999999,0,ZteNet.s_3034.dstSink
291242,2033,3034,60000000.0,64000448.0,0,ZteNet.s_3034.dstSink
337566,2033,3034,70000000.0,74000448.0,0,ZteNet.s_3034.dstSink
337567,2033,3034,71120000.0,75120447.99999999,0,ZteNet.s_3034.dstSink
337568,2033,3034,72240000.0,76240448.0,0,ZteNet.s_3034.dstSink
337569,2033,3034,73360000.0,77360448.0,0,ZteNet.s_3034.dstSink
337570,2033,3034,74480000.0,78480448.0,0,ZteNet.s_3034.dstSink
381954,2033,3034,80000000.0,84000447.99999999,0,ZteNet.s_3034.dstSink
381955,2033,3034,81120000.0,85120448.0,0,ZteNet.s_3034.dstSink
381956,2033,3034,82240000.0,86240448.0,0,ZteNet.s_3034.dstSink
381957,2033,3034,83360000.0,87360448.0,0,ZteNet.s_3034.dstSink
381958,2033,3034,84480000.0,88480448.0,0,ZteNet.s_3034.dstSink
381959,2033,3034,85600000.0,89600448.0,0,ZteNet.s_3034.dstSink
381960,2033,3034,86720000.0,90720448.0,0,ZteNet.s_3034.dstSink
381961,2033,3034,87840000.0,91840448.0,0,ZteNet.s_3034.dstSink
381962,2033,3034,88960000.0,92960448.0,0,ZteNet.s_3034.dstSink
428480,2033,3034,90000000.0,94000448.0,0,ZteNet.s_3034.dstSink
381963,2033,3034,90080000.0,94080448.0,0,ZteNet.s_3034.dstSink
428481,2033,3034,91120000.0,95120448.0,0,ZteNet.s_3034.dstSink
381964,2033,3034,91200000.0,96000448.0,0,ZteNet.s_3034.dstSink
381965,2033,3034,92320000.0,96320448.0,0,ZteNet.s_3034.dstSink
381966,2033,3034,93440000.0,97440448.0,0,ZteNet.s_3034.dstSink
466761,2033,3034,100000000.0,104000448.0,0,ZteNet.s_3034.dstSink
466762,2033,3034,101120000.0,105120447.99999999,0,ZteNet.s_3034.dstSink
466763,2033,3034,102240000.0,106240448.0,0,ZteNet.s_3034.dstSink
466764,2033,3034,103360000.0,107360448.0,0,ZteNet.s_3034.dstSink
466765,2033,3034,104480000.0,108480448.0,0,ZteNet.s_3034.dstSink
466766,2033,3034,105600000.0,109600448.0,0,ZteNet.s_3034.dstSink
466767,2033,3034,106720000.0,110720448.0,0,ZteNet.s_3034.dstSink
466768,2033,3034,107840000.0,111840448.0,0,ZteNet.s_3034.dstSink
466769,2033,3034,108960000.0,112960447.99999999,0,ZteNet.s_3034.dstSink
466770,2033,3034,110080000.0,114080448.0,0,ZteNet.s_3034.dstSink
466771,2033,3034,111200000.0,115200448.0,0,ZteNet.s_3034.dstSink
466772,2033,3034,112320000.0,116320448.0,0,ZteNet.s_3034.dstSink
466773,2033,3034,113440000.0,117440448.0,0,ZteNet.s_3034.dstSink
466774,2033,3034,114560000.0,118560448.0,0,ZteNet.s_3034.dstSink
466775,2033,3034,115680000.0,119680448.0,0,ZteNet.s_3034.dstSink
